timestamp,system,flight_phase,flight_hours,flight_cycles,egt_margin_c,n1_speed_pct,fuel_flow_kg_h,apu_egt_c,apu_vibration_mm_s,tire_pressure_psi,brake_temp_c,bus_voltage_v,cpu_temp_c,hyd_pressure_psi,hyd_fluid_temp_c,failure,failure_type,maintenance_required
2024-01-01 06:40:00,Hydraulics,takeoff,43305.1,18217,,,,,,,,,,2974.0,75.0,no,none,no
2024-01-01 06:50:00,Landing Gear,cruise,14472.0,5798,,,,,,182.4,10.0,,,,,no,none,no
2024-01-01 07:00:00,Landing Gear,takeoff,23384.1,7617,,,,,,208.9,37.6,,,,,no,none,no
2024-01-01 07:10:00,Engine,ground,30969.5,13163,20.8,27.4,337.0,,,,,,,,,no,none,no
2024-01-01 07:20:00,Hydraulics,cruise,20559.5,8208,,,,,,,,,,3077.0,49.0,no,none,no
2024-01-01 07:30:00,Avionics,landing,21374.3,9372,,,,,,,,29.22,64.5,,,no,none,no
2024-01-01 07:40:00,Engine,cruise,16514.2,6027,36.6,88.8,1305.0,,,,,,,,,no,none,no
2024-01-01 07:50:00,Avionics,cruise,28211.6,8417,,,,,,,,27.0,63.1,,,no,none,no
2024-01-01 08:00:00,Landing Gear,cruise,42528.7,17391,,,,,,201.9,30.4,,,,,no,none,no
2024-01-01 08:10:00,Engine,takeoff,10076.4,4125,26.9,96.7,1415.0,,,,,,,,,no,none,no
2024-01-01 08:20:00,APU,ground,46721.7,16161,,,,670.0,2.47,,,,,,,no,none,no
2024-01-01 08:30:00,Landing Gear,landing,34454.4,12703,,,,,,207.2,498.2,,,,,no,none,no
2024-01-01 08:40:00,Engine,ground,41163.7,20095,21.5,26.5,328.0,,,,,,,,,no,none,no
2024-01-01 08:50:00,Hydraulics,ground,27809.5,10852,,,,,,,,,,3109.0,74.2,no,none,no
2024-01-01 09:00:00,Hydraulics,cruise,38975.8,16502,,,,,,,,,,2985.0,89.4,no,none,no
2024-01-01 09:10:00,Landing Gear,ground,810.0,307,,,,,,218.4,152.6,,,,,no,none,no
2024-01-01 09:20:00,Landing Gear,takeoff,40919.0,13631,,,,,,187.8,23.1,,,,,no,none,no
2024-01-01 09:30:00,Landing Gear,takeoff,2006.9,792,,,,,,191.6,30.8,,,,,no,none,no
2024-01-01 09:40:00,Avionics,takeoff,44495.7,17420,,,,,,,,27.55,56.5,,,no,none,no
2024-01-01 09:50:00,Landing Gear,cruise,49598.1,19205,,,,,,189.1,45.0,,,,,no,none,no
2024-01-01 10:00:00,Engine,cruise,14703.4,5827,35.7,89.1,1255.0,,,,,,,,,no,none,no
2024-01-01 10:10:00,Landing Gear,cruise,10515.9,4295,,,,,,216.8,37.0,,,,,no,none,no
2024-01-01 10:20:00,Avionics,ground,38268.2,15123,,,,,,,,28.12,51.0,,,no,none,no
2024-01-01 10:30:00,Landing Gear,cruise,12651.3,4549,,,,,,197.7,31.5,,,,,no,none,no
2024-01-01 10:40:00,Engine,cruise,43278.1,17985,-8.5,90.9,1251.0,,,,,,,,,yes,engine_overheat,yes
2024-01-01 10:50:00,Avionics,cruise,5142.1,1736,,,,,,,,28.63,51.7,,,no,none,no
2024-01-01 11:00:00,Engine,takeoff,6297.8,2106,44.1,95.7,1415.0,,,,,,,,,no,none,no
2024-01-01 11:10:00,Engine,ground,48957.6,20741,10.8,28.5,390.0,,,,,,,,,no,none,no
2024-01-01 11:20:00,Engine,takeoff,33691.9,14023,11.8,92.2,1254.0,,,,,,,,,no,none,no
2024-01-01 11:30:00,APU,ground,42344.4,16860,,,,599.2,3.09,,,,,,,no,none,no
2024-01-01 11:40:00,Avionics,landing,16216.5,5762,,,,,,,,28.28,47.2,,,no,none,no
2024-01-01 11:50:00,Landing Gear,takeoff,33824.2,12763,,,,,,186.6,10.0,,,,,no,none,no
2024-01-01 12:00:00,Engine,takeoff,29712.1,11635,27.7,92.7,1324.0,,,,,,,,,no,none,no
2024-01-01 12:10:00,Avionics,ground,30157.5,10523,,,,,,,,28.45,71.0,,,no,none,no
2024-01-01 12:20:00,Hydraulics,landing,34126.6,12844,,,,,,,,,,2941.0,40.4,no,none,no
2024-01-01 12:30:00,Hydraulics,landing,28768.0,12108,,,,,,,,,,2974.0,74.0,no,none,no
2024-01-01 12:40:00,Engine,landing,21453.1,9561,23.4,52.9,741.0,,,,,,,,,no,none,no
2024-01-01 12:50:00,Landing Gear,takeoff,13796.1,5333,,,,,,183.3,38.2,,,,,no,none,no
2024-01-01 13:00:00,Hydraulics,cruise,38429.1,16302,,,,,,,,,,2871.0,80.9,no,none,no
2024-01-01 13:10:00,Avionics,takeoff,11313.6,3832,,,,,,,,27.26,57.0,,,no,none,no
2024-01-01 13:20:00,Engine,ground,34617.7,14578,14.6,20.6,260.0,,,,,,,,,no,none,no
2024-01-01 13:30:00,Engine,landing,11666.6,4367,40.1,46.2,648.0,,,,,,,,,no,none,no
2024-01-01 13:40:00,Landing Gear,cruise,31266.5,12814,,,,,,187.2,10.0,,,,,no,none,no
2024-01-01 13:50:00,Hydraulics,takeoff,37353.9,14645,,,,,,,,,,2875.0,81.8,no,none,no
2024-01-01 14:00:00,Landing Gear,cruise,10935.7,4836,,,,,,191.8,12.0,,,,,no,none,no
2024-01-01 14:10:00,Landing Gear,cruise,2997.2,1115,,,,,,214.7,35.1,,,,,no,none,no
2024-01-01 14:20:00,Engine,landing,6548.7,2751,43.4,54.8,769.0,,,,,,,,,no,none,no
2024-01-01 14:30:00,Landing Gear,landing,30299.8,11849,,,,,,204.3,433.3,,,,,no,none,no
2024-01-01 14:40:00,Avionics,ground,42472.3,16774,,,,,,,,30.48,34.8,,,no,none,no
2024-01-01 14:50:00,APU,cruise,2249.8,887,,,,613.9,3.43,,,,,,,no,none,no
2024-01-01 15:00:00,Avionics,takeoff,36707.6,13690,,,,,,,,29.15,75.5,,,no,none,no
2024-01-01 15:10:00,Hydraulics,landing,17065.9,6819,,,,,,,,,,2984.0,65.9,no,none,no
2024-01-01 15:20:00,Engine,landing,23926.4,9523,17.2,57.3,818.0,,,,,,,,,no,none,no
2024-01-01 15:30:00,Landing Gear,cruise,46443.0,18936,,,,,,193.4,37.0,,,,,no,none,no
2024-01-01 15:40:00,Engine,landing,16598.6,6684,30.4,48.5,635.0,,,,,,,,,no,none,no
2024-01-01 15:50:00,Avionics,cruise,23266.8,9901,,,,,,,,27.71,60.2,,,no,none,no
2024-01-01 16:00:00,Landing Gear,cruise,684.1,294,,,,,,212.2,30.1,,,,,no,none,no
2024-01-01 16:10:00,Avionics,cruise,4079.9,1495,,,,,,,,28.16,58.8,,,no,none,no
2024-01-01 16:20:00,Avionics,takeoff,12929.6,5531,,,,,,,,27.74,46.8,,,no,none,no
2024-01-01 16:30:00,APU,takeoff,1392.6,504,,,,616.4,1.97,,,,,,,no,none,no
2024-01-01 16:40:00,Hydraulics,takeoff,31568.8,13221,,,,,,,,,,2931.0,69.1,no,none,no
2024-01-01 16:50:00,Landing Gear,landing,21319.9,8951,,,,,,192.8,340.5,,,,,no,none,no
2024-01-01 17:00:00,Engine,cruise,27407.3,9287,35.8,86.7,1252.0,,,,,,,,,no,none,no
2024-01-01 17:10:00,Avionics,cruise,8732.4,3519,,,,,,,,26.37,65.4,,,no,none,no
2024-01-01 17:20:00,Landing Gear,ground,14796.6,5697,,,,,,210.1,99.8,,,,,no,none,no
2024-01-01 17:30:00,Engine,cruise,33191.2,12471,11.3,77.9,1031.0,,,,,,,,,no,none,no
2024-01-01 17:40:00,Hydraulics,cruise,48265.1,21392,,,,,,,,,,2960.0,71.4,no,none,no
2024-01-01 17:50:00,Hydraulics,landing,2520.8,956,,,,,,,,,,2899.0,69.9,no,none,no
2024-01-01 18:00:00,Engine,cruise,44519.2,16659,-4.8,82.1,1118.0,,,,,,,,,yes,engine_overheat,yes
2024-01-01 18:10:00,Hydraulics,takeoff,28844.1,11607,,,,,,,,,,3133.0,41.5,no,none,no
2024-01-01 18:20:00,Engine,cruise,28196.0,11897,15.2,92.6,1300.0,,,,,,,,,no,none,no
2024-01-01 18:30:00,Engine,takeoff,25013.9,9892,29.7,92.8,1291.0,,,,,,,,,no,none,no
2024-01-01 18:40:00,Engine,ground,3469.7,1517,43.5,34.7,471.0,,,,,,,,,no,none,no
2024-01-01 18:50:00,Avionics,ground,4493.8,1874,,,,,,,,30.83,56.8,,,no,none,no
2024-01-01 19:00:00,Landing Gear,landing,30045.6,9924,,,,,,197.6,409.9,,,,,no,none,no
2024-01-01 19:10:00,Engine,ground,17047.9,6530,43.3,26.4,344.0,,,,,,,,,no,none,no
2024-01-01 19:20:00,APU,ground,45863.4,17521,,,,571.3,3.53,,,,,,,no,none,no
2024-01-01 19:30:00,Avionics,takeoff,20329.5,8444,,,,,,,,28.21,63.8,,,no,none,no
2024-01-01 19:40:00,Engine,ground,7164.1,2264,35.9,20.3,273.0,,,,,,,,,no,none,no
2024-01-01 19:50:00,Hydraulics,cruise,35735.9,17209,,,,,,,,,,3098.0,76.6,no,none,no
2024-01-01 20:00:00,Avionics,ground,14667.7,6116,,,,,,,,27.08,55.8,,,no,none,no
2024-01-01 20:10:00,APU,ground,26273.5,10635,,,,627.0,2.04,,,,,,,no,none,no
2024-01-01 20:20:00,Hydraulics,cruise,34891.6,15276,,,,,,,,,,2994.0,39.5,no,none,no
2024-01-01 20:30:00,Landing Gear,takeoff,45013.2,21381,,,,,,197.7,30.9,,,,,no,none,no
2024-01-01 20:40:00,Hydraulics,cruise,39609.6,16948,,,,,,,,,,2795.0,54.8,no,none,no
2024-01-01 20:50:00,Avionics,cruise,33818.1,14554,,,,,,,,26.68,52.0,,,no,none,no
2024-01-01 21:00:00,APU,ground,33981.7,13735,,,,650.5,1.81,,,,,,,no,none,no
2024-01-01 21:10:00,Engine,ground,47296.2,18704,-1.6,27.2,328.0,,,,,,,,,no,none,no
2024-01-01 21:20:00,Hydraulics,takeoff,14791.2,5691,,,,,,,,,,2976.0,87.3,no,none,no
2024-01-01 21:30:00,Landing Gear,cruise,55.6,21,,,,,,209.0,28.8,,,,,no,none,no
2024-01-01 21:40:00,Engine,cruise,13597.7,5140,36.3,93.3,1291.0,,,,,,,,,no,none,no
2024-01-01 21:50:00,Engine,cruise,10894.6,3887,36.5,86.7,1136.0,,,,,,,,,no,none,no
2024-01-01 22:00:00,Landing Gear,takeoff,33091.7,13156,,,,,,187.3,16.3,,,,,no,none,no
2024-01-01 22:10:00,Landing Gear,cruise,31685.6,10966,,,,,,199.6,36.6,,,,,no,none,no
2024-01-01 22:20:00,Landing Gear,ground,29673.1,12051,,,,,,225.3,119.8,,,,,no,none,no
2024-01-01 22:30:00,Hydraulics,cruise,812.2,324,,,,,,,,,,2997.0,50.5,no,none,no
2024-01-01 22:40:00,Engine,cruise,36438.9,14747,7.9,82.8,1163.0,,,,,,,,,no,none,no
2024-01-01 22:50:00,Avionics,landing,16176.5,6200,,,,,,,,28.46,68.2,,,no,none,no
2024-01-01 23:00:00,Engine,cruise,33252.8,16575,27.1,86.6,1268.0,,,,,,,,,no,none,no
2024-01-01 23:10:00,Avionics,ground,27828.9,12343,,,,,,,,26.49,57.5,,,no,none,no
2024-01-01 23:20:00,Avionics,ground,17136.5,6172,,,,,,,,27.0,60.8,,,no,none,no
2024-01-01 23:30:00,Landing Gear,cruise,6728.8,2742,,,,,,212.2,25.9,,,,,no,none,no
2024-01-01 23:40:00,Avionics,cruise,4720.9,1797,,,,,,,,28.44,41.1,,,no,none,no
2024-01-01 23:50:00,Engine,cruise,41575.9,15281,-7.2,81.2,1122.0,,,,,,,,,no,none,no
2024-01-02 00:00:00,Landing Gear,cruise,45919.9,16399,,,,,,179.0,32.3,,,,,no,none,no
2024-01-02 00:10:00,Hydraulics,takeoff,32489.4,13445,,,,,,,,,,3047.0,78.7,no,none,no
2024-01-02 00:20:00,Landing Gear,landing,5171.7,1956,,,,,,217.6,457.1,,,,,no,none,no
2024-01-02 00:30:00,Engine,cruise,20101.4,8663,22.8,78.9,1075.0,,,,,,,,,no,none,no
2024-01-02 00:40:00,Landing Gear,takeoff,36447.0,15738,,,,,,183.1,47.0,,,,,no,none,no
2024-01-02 00:50:00,Hydraulics,cruise,38991.0,17311,,,,,,,,,,2989.0,47.9,no,none,no
2024-01-02 01:00:00,APU,ground,5910.9,2203,,,,598.7,3.21,,,,,,,no,none,no
2024-01-02 01:10:00,Engine,cruise,1.5,1,51.9,85.2,1178.0,,,,,,,,,no,none,no
2024-01-02 01:20:00,Avionics,takeoff,35606.9,14963,,,,,,,,29.58,47.2,,,no,none,no
2024-01-02 01:30:00,Hydraulics,cruise,17829.8,6861,,,,,,,,,,3094.0,76.4,no,none,no
2024-01-02 01:40:00,Engine,ground,12724.1,4775,30.6,18.7,234.0,,,,,,,,,no,none,no
2024-01-02 01:50:00,Engine,cruise,644.9,291,42.6,93.2,1305.0,,,,,,,,,no,none,no
2024-01-02 02:00:00,Engine,landing,27015.0,11003,33.5,51.7,707.0,,,,,,,,,no,none,no
2024-01-02 02:10:00,Engine,landing,42557.5,17889,12.6,53.3,726.0,,,,,,,,,no,none,no
2024-01-02 02:20:00,Landing Gear,cruise,47881.6,17893,,,,,,194.0,30.6,,,,,no,none,no
2024-01-02 02:30:00,Avionics,landing,28287.2,10211,,,,,,,,27.88,52.3,,,no,none,no
2024-01-02 02:40:00,Avionics,cruise,25723.1,9820,,,,,,,,24.74,58.6,,,no,none,no
2024-01-02 02:50:00,Landing Gear,landing,4252.8,1684,,,,,,192.1,452.1,,,,,no,none,no
2024-01-02 03:00:00,APU,landing,27443.6,10043,,,,632.6,1.9,,,,,,,no,none,no
2024-01-02 03:10:00,Hydraulics,cruise,18999.0,7594,,,,,,,,,,2968.0,39.9,no,none,no
2024-01-02 03:20:00,Landing Gear,takeoff,30356.8,10502,,,,,,203.1,24.7,,,,,no,none,no
2024-01-02 03:30:00,Hydraulics,ground,19436.3,7078,,,,,,,,,,3039.0,50.0,no,none,no
2024-01-02 03:40:00,Avionics,cruise,12015.0,5064,,,,,,,,27.78,70.0,,,no,none,no
2024-01-02 03:50:00,Engine,takeoff,4748.3,1991,42.3,91.0,1311.0,,,,,,,,,no,none,no
2024-01-02 04:00:00,Avionics,takeoff,15745.9,6101,,,,,,,,28.32,58.6,,,no,none,no
2024-01-02 04:10:00,Engine,cruise,4832.2,1776,40.9,86.1,1218.0,,,,,,,,,no,none,no
2024-01-02 04:20:00,Landing Gear,landing,8844.8,3247,,,,,,202.0,525.4,,,,,no,none,no
2024-01-02 04:30:00,Engine,takeoff,49366.8,19157,5.0,93.7,1326.0,,,,,,,,,no,none,no
2024-01-02 04:40:00,Engine,cruise,22205.2,9340,27.1,83.9,1156.0,,,,,,,,,no,none,no
2024-01-02 04:50:00,Hydraulics,cruise,26593.6,11427,,,,,,,,,,3152.0,80.2,no,none,no
2024-01-02 05:00:00,Engine,landing,43680.9,16778,-0.4,49.0,691.0,,,,,,,,,no,none,no
2024-01-02 05:10:00,Hydraulics,takeoff,49778.4,18074,,,,,,,,,,3175.0,29.3,no,none,no
2024-01-02 05:20:00,Engine,landing,29135.7,11904,16.5,50.7,711.0,,,,,,,,,no,none,no
2024-01-02 05:30:00,Avionics,cruise,40623.7,15179,,,,,,,,25.45,48.2,,,no,none,no
2024-01-02 05:40:00,Landing Gear,ground,16347.1,6268,,,,,,188.6,92.9,,,,,no,none,no
2024-01-02 05:50:00,Landing Gear,takeoff,15287.2,6763,,,,,,188.5,13.2,,,,,no,none,no
2024-01-02 06:00:00,Engine,cruise,20135.2,8587,18.4,82.6,1148.0,,,,,,,,,no,none,no
2024-01-02 06:10:00,Engine,takeoff,33625.4,13620,20.8,100.6,1435.0,,,,,,,,,no,none,no
2024-01-02 06:20:00,Engine,ground,34109.6,12256,9.5,28.3,367.0,,,,,,,,,no,none,no
2024-01-02 06:30:00,APU,ground,15762.0,6411,,,,667.7,1.51,,,,,,,no,none,no
2024-01-02 06:40:00,Avionics,cruise,6660.5,2891,,,,,,,,25.99,65.5,,,no,none,no
2024-01-02 06:50:00,Hydraulics,landing,31619.8,12268,,,,,,,,,,2989.0,106.0,no,none,no
2024-01-02 07:00:00,Avionics,ground,6416.3,2844,,,,,,,,28.15,46.2,,,no,none,no
2024-01-02 07:10:00,Avionics,cruise,28924.6,12766,,,,,,,,26.55,50.5,,,no,none,no
2024-01-02 07:20:00,Avionics,cruise,34671.1,15714,,,,,,,,26.22,61.8,,,no,none,no
2024-01-02 07:30:00,Avionics,cruise,35030.6,14354,,,,,,,,27.28,53.7,,,no,none,no
2024-01-02 07:40:00,Engine,takeoff,37673.6,15778,25.9,97.6,1315.0,,,,,,,,,no,none,no
2024-01-02 07:50:00,Hydraulics,ground,43643.0,19432,,,,,,,,,,2990.0,87.7,no,none,no
2024-01-02 08:00:00,Landing Gear,ground,24997.9,10357,,,,,,201.2,105.3,,,,,no,none,no
2024-01-02 08:10:00,Landing Gear,landing,36512.5,14019,,,,,,196.9,392.8,,,,,no,none,no
2024-01-02 08:20:00,Engine,cruise,30958.6,11939,12.9,85.2,1130.0,,,,,,,,,no,none,no
2024-01-02 08:30:00,Landing Gear,cruise,9332.0,3804,,,,,,194.2,33.1,,,,,no,none,no
2024-01-02 08:40:00,Landing Gear,landing,1284.5,461,,,,,,196.8,600.0,,,,,yes,brake_overheat,yes
2024-01-02 08:50:00,Avionics,ground,14227.1,5626,,,,,,,,28.89,50.0,,,no,none,no
2024-01-02 09:00:00,APU,ground,22151.7,9638,,,,614.0,4.45,,,,,,,no,none,no
2024-01-02 09:10:00,APU,landing,30855.3,10179,,,,618.7,1.43,,,,,,,no,none,no
2024-01-02 09:20:00,Hydraulics,landing,42498.0,19086,,,,,,,,,,2915.0,58.8,no,none,no
2024-01-02 09:30:00,Engine,takeoff,9812.3,4277,41.0,96.7,1308.0,,,,,,,,,no,none,no
2024-01-02 09:40:00,Landing Gear,takeoff,6277.5,2419,,,,,,194.5,26.1,,,,,no,none,no
2024-01-02 09:50:00,Engine,ground,48174.0,20107,-6.7,25.5,329.0,,,,,,,,,yes,engine_overheat,yes
2024-01-02 10:00:00,Avionics,landing,5402.2,2161,,,,,,,,26.88,42.5,,,no,none,no
2024-01-02 10:10:00,Hydraulics,takeoff,23924.6,10511,,,,,,,,,,2977.0,91.4,no,none,no
2024-01-02 10:20:00,Engine,takeoff,29278.2,12632,0.8,94.4,1354.0,,,,,,,,,yes,engine_overheat,yes
2024-01-02 10:30:00,Hydraulics,landing,27068.7,9615,,,,,,,,,,3004.0,69.0,no,none,no
2024-01-02 10:40:00,Engine,takeoff,4301.6,1801,36.8,95.2,1416.0,,,,,,,,,no,none,no
2024-01-02 10:50:00,Hydraulics,takeoff,2851.3,1122,,,,,,,,,,2904.0,81.4,no,none,no
2024-01-02 11:00:00,Avionics,cruise,5274.2,2124,,,,,,,,25.75,91.9,,,no,none,no
2024-01-02 11:10:00,Avionics,landing,29279.4,11030,,,,,,,,28.26,56.4,,,no,none,no
2024-01-02 11:20:00,Engine,landing,27217.2,12409,30.1,47.0,616.0,,,,,,,,,no,none,no
2024-01-02 11:30:00,Hydraulics,cruise,11687.0,5064,,,,,,,,,,2930.0,59.3,no,none,no
2024-01-02 11:40:00,Avionics,landing,31888.7,12001,,,,,,,,27.02,40.4,,,no,none,no
2024-01-02 11:50:00,Engine,cruise,41003.4,14650,15.3,88.4,1250.0,,,,,,,,,no,none,no
2024-01-02 12:00:00,Hydraulics,cruise,2078.9,806,,,,,,,,,,3069.0,74.0,no,none,no
2024-01-02 12:10:00,Engine,landing,24906.5,10309,43.0,57.1,805.0,,,,,,,,,no,none,no
2024-01-02 12:20:00,Hydraulics,landing,34465.5,14051,,,,,,,,,,3017.0,77.1,no,none,no
2024-01-02 12:30:00,Engine,ground,12615.6,5552,45.6,29.3,366.0,,,,,,,,,no,none,no
2024-01-02 12:40:00,Avionics,landing,15388.5,6544,,,,,,,,29.9,30.0,,,no,none,no
2024-01-02 12:50:00,Landing Gear,cruise,30681.9,13225,,,,,,211.6,36.4,,,,,no,none,no
2024-01-02 13:00:00,Engine,takeoff,44896.8,18428,-0.3,91.7,1275.0,,,,,,,,,yes,engine_overheat,yes
2024-01-02 13:10:00,Engine,cruise,40496.2,14398,8.3,77.8,1133.0,,,,,,,,,no,none,no
2024-01-02 13:20:00,Engine,cruise,29156.5,11480,3.6,85.5,1144.0,,,,,,,,,yes,engine_overheat,yes
2024-01-02 13:30:00,Landing Gear,cruise,36511.1,15843,,,,,,197.6,23.9,,,,,no,none,no
2024-01-02 13:40:00,APU,ground,18241.1,7266,,,,701.4,1.99,,,,,,,no,none,no
2024-01-02 13:50:00,Landing Gear,cruise,32048.3,13335,,,,,,201.9,30.7,,,,,no,none,no
2024-01-02 14:00:00,Engine,ground,23309.1,9086,2.9,28.8,384.0,,,,,,,,,no,none,no
2024-01-02 14:10:00,Engine,landing,9496.8,3486,30.4,55.6,763.0,,,,,,,,,no,none,no
2024-01-02 14:20:00,Avionics,landing,35086.9,13896,,,,,,,,29.47,51.6,,,no,none,no
2024-01-02 14:30:00,Engine,cruise,27823.2,11404,24.5,83.8,1164.0,,,,,,,,,no,none,no
2024-01-02 14:40:00,Hydraulics,cruise,17931.1,6796,,,,,,,,,,3043.0,43.8,no,none,no
2024-01-02 14:50:00,Hydraulics,cruise,45567.0,17883,,,,,,,,,,3003.0,62.3,no,none,no
2024-01-02 15:00:00,Avionics,takeoff,1046.7,387,,,,,,,,26.28,60.4,,,no,none,no
2024-01-02 15:10:00,Landing Gear,landing,15788.7,6881,,,,,,211.3,511.6,,,,,no,none,no
2024-01-02 15:20:00,Hydraulics,cruise,2844.1,1111,,,,,,,,,,3042.0,84.3,no,none,no
2024-01-02 15:30:00,Engine,takeoff,38326.4,17112,15.5,99.2,1481.0,,,,,,,,,no,none,no
2024-01-02 15:40:00,Engine,landing,35105.4,15760,17.9,49.7,670.0,,,,,,,,,no,none,no
2024-01-02 15:50:00,Engine,takeoff,16567.6,6584,32.0,96.3,1437.0,,,,,,,,,no,none,no
2024-01-02 16:00:00,Landing Gear,ground,33783.1,12423,,,,,,199.7,148.5,,,,,no,none,no
2024-01-02 16:10:00,Engine,ground,19796.9,6597,34.1,29.1,402.0,,,,,,,,,no,none,no
2024-01-02 16:20:00,APU,ground,37812.7,13344,,,,707.3,3.34,,,,,,,no,none,no
2024-01-02 16:30:00,Hydraulics,cruise,22709.2,8085,,,,,,,,,,3130.0,69.4,no,none,no
2024-01-02 16:40:00,Hydraulics,takeoff,20614.0,9155,,,,,,,,,,3201.0,60.9,no,none,no
2024-01-02 16:50:00,APU,ground,46736.5,18868,,,,592.5,2.79,,,,,,,no,none,no
2024-01-02 17:00:00,Engine,cruise,12544.0,5174,46.2,91.9,1324.0,,,,,,,,,no,none,no
2024-01-02 17:10:00,Avionics,ground,6022.4,1981,,,,,,,,28.34,55.8,,,no,none,no
2024-01-02 17:20:00,APU,ground,29227.2,10570,,,,585.9,1.54,,,,,,,no,none,no
2024-01-02 17:30:00,Engine,ground,48466.1,20762,3.9,28.8,398.0,,,,,,,,,no,none,no
