sensor_reading_id,quality_flag
SR-000000000507,NOISE_INJECTED
SR-000000000508,NOISE_INJECTED
SR-000000000509,NOISE_INJECTED
SR-000000000510,NOISE_INJECTED
SR-000000000511,NOISE_INJECTED
SR-000000000512,NOISE_INJECTED
SR-000000000513,MISSING
SR-000000000514,NOISE_INJECTED
SR-000000000515,NOISE_INJECTED
SR-000000000516,NOISE_INJECTED
SR-000000000517,NOISE_INJECTED
SR-000000000518,NOISE_INJECTED
SR-000000000519,NOISE_INJECTED
SR-000000000520,NOISE_INJECTED
SR-000000000521,NOISE_INJECTED
SR-000000000522,NOISE_INJECTED
SR-000000000523,NOISE_INJECTED
SR-000000000524,NOISE_INJECTED
SR-000000000525,NOISE_INJECTED
SR-000000000526,NOISE_INJECTED
SR-000000000527,NOISE_INJECTED
SR-000000000528,NOISE_INJECTED
SR-000000000529,NOISE_INJECTED
SR-000000000530,NOISE_INJECTED
SR-000000000531,NOISE_INJECTED
SR-000000000532,NOISE_INJECTED
SR-000000000533,NOISE_INJECTED
SR-000000000534,NOISE_INJECTED
SR-000000000535,NOISE_INJECTED
SR-000000000536,NOISE_INJECTED
SR-000000000537,NOISE_INJECTED
SR-000000000538,NOISE_INJECTED
SR-000000000539,NOISE_INJECTED
SR-000000000540,NOISE_INJECTED
SR-000000000541,NOISE_INJECTED
SR-000000000542,NOISE_INJECTED
SR-000000000543,NOISE_INJECTED
SR-000000000544,NOISE_INJECTED
SR-000000000545,NOISE_INJECTED
SR-000000000546,NOISE_INJECTED
SR-000000000547,NOISE_INJECTED
SR-000000000548,NOISE_INJECTED
SR-000000000549,NOISE_INJECTED
SR-000000000550,NOISE_INJECTED
SR-000000000551,NOISE_INJECTED
SR-000000000552,NOISE_INJECTED
SR-000000000553,NOISE_INJECTED
SR-000000000554,NOISE_INJECTED
SR-000000000555,NOISE_INJECTED
SR-000000000556,NOISE_INJECTED
SR-000000000557,NOISE_INJECTED
SR-000000000558,NOISE_INJECTED
SR-000000000559,NOISE_INJECTED
SR-000000000560,NOISE_INJECTED
SR-000000000561,NOISE_INJECTED
SR-000000000562,NOISE_INJECTED
SR-000000000563,NOISE_INJECTED
SR-000000000564,NOISE_INJECTED
SR-000000000565,NOISE_INJECTED
SR-000000000566,NOISE_INJECTED
SR-000000000567,NOISE_INJECTED
SR-000000000568,NOISE_INJECTED
SR-000000000569,NOISE_INJECTED
SR-000000000570,NOISE_INJECTED
SR-000000000571,NOISE_INJECTED
SR-000000000572,NOISE_INJECTED
SR-000000000573,NOISE_INJECTED
SR-000000000574,NOISE_INJECTED
SR-000000000575,NOISE_INJECTED
SR-000000000576,NOISE_INJECTED
SR-000000000577,NOISE_INJECTED
SR-000000000578,NOISE_INJECTED
SR-000000000579,NOISE_INJECTED
SR-000000000580,NOISE_INJECTED
SR-000000000581,NOISE_INJECTED
SR-000000000582,NOISE_INJECTED
SR-000000000583,NOISE_INJECTED
SR-000000000584,NOISE_INJECTED
SR-000000000585,NOISE_INJECTED
SR-000000000586,NOISE_INJECTED
SR-000000000587,NOISE_INJECTED
SR-000000000588,NOISE_INJECTED
SR-000000000589,NOISE_INJECTED
SR-000000000590,NOISE_INJECTED
SR-000000000591,NOISE_INJECTED
SR-000000000592,NOISE_INJECTED
SR-000000000593,NOISE_INJECTED
SR-000000000594,NOISE_INJECTED
SR-000000000595,NOISE_INJECTED
SR-000000000596,NOISE_INJECTED
SR-000000000597,NOISE_INJECTED
SR-000000000598,NOISE_INJECTED
SR-000000000599,NOISE_INJECTED
SR-000000000600,NOISE_INJECTED
SR-000000000601,NOISE_INJECTED
SR-000000000602,NOISE_INJECTED
SR-000000000603,NOISE_INJECTED
SR-000000000604,NOISE_INJECTED
SR-000000000605,NOISE_INJECTED
SR-000000000606,NOISE_INJECTED
SR-000000000607,NOISE_INJECTED
SR-000000000608,NOISE_INJECTED
SR-000000000609,NOISE_INJECTED
SR-000000000610,NOISE_INJECTED
SR-000000000611,NOISE_INJECTED
SR-000000000612,NOISE_INJECTED
SR-000000000613,NOISE_INJECTED
SR-000000000614,NOISE_INJECTED
SR-000000000615,SUSTAINED_ANOMALY
SR-000000000616,NOISE_INJECTED
SR-000000000617,NOISE_INJECTED
SR-000000000618,NOISE_INJECTED
SR-000000000619,NOISE_INJECTED
SR-000000000620,NOISE_INJECTED
SR-000000000621,MISSING
SR-000000000622,NOISE_INJECTED
SR-000000000623,NOISE_INJECTED
SR-000000000624,NOISE_INJECTED
SR-000000000625,NOISE_INJECTED
SR-000000000626,NOISE_INJECTED
SR-000000000627,NOISE_INJECTED
SR-000000000628,NOISE_INJECTED
SR-000000000629,NOISE_INJECTED
SR-000000000630,NOISE_INJECTED
SR-000000000631,NOISE_INJECTED
SR-000000000632,NOISE_INJECTED
SR-000000000633,NOISE_INJECTED
SR-000000000634,NOISE_INJECTED
SR-000000000635,NOISE_INJECTED
SR-000000000636,NOISE_INJECTED
SR-000000000637,NOISE_INJECTED
SR-000000000638,NOISE_INJECTED
SR-000000000639,NOISE_INJECTED
SR-000000000640,NOISE_INJECTED
SR-000000000641,NOISE_INJECTED
SR-000000000642,NOISE_INJECTED
SR-000000000643,NOISE_INJECTED
SR-000000000644,NOISE_INJECTED
SR-000000000645,NOISE_INJECTED
SR-000000000646,NOISE_INJECTED
SR-000000000647,NOISE_INJECTED
SR-000000000648,NOISE_INJECTED
SR-000000000649,NOISE_INJECTED
SR-000000000650,NOISE_INJECTED
SR-000000000651,NOISE_INJECTED
SR-000000000652,NOISE_INJECTED
SR-000000000653,NOISE_INJECTED
SR-000000000654,NOISE_INJECTED
SR-000000000655,NOISE_INJECTED
SR-000000000656,NOISE_INJECTED
SR-000000000657,NOISE_INJECTED
SR-000000000658,NOISE_INJECTED
SR-000000000659,NOISE_INJECTED
SR-000000000660,NOISE_INJECTED
SR-000000000661,NOISE_INJECTED
SR-000000000662,NOISE_INJECTED
SR-000000000663,NOISE_INJECTED
SR-000000000664,NOISE_INJECTED
SR-000000000665,NOISE_INJECTED
SR-000000000666,NOISE_INJECTED
SR-000000000667,NOISE_INJECTED
SR-000000000668,NOISE_INJECTED
SR-000000000669,NOISE_INJECTED
SR-000000000670,NOISE_INJECTED
SR-000000000671,NOISE_INJECTED
SR-000000000672,NOISE_INJECTED
SR-000000000673,NOISE_INJECTED
SR-000000000674,NOISE_INJECTED
SR-000000000675,NOISE_INJECTED
SR-000000000676,NOISE_INJECTED
SR-000000000677,NOISE_INJECTED
SR-000000000678,NOISE_INJECTED
SR-000000000679,NOISE_INJECTED
SR-000000000680,NOISE_INJECTED
SR-000000000681,NOISE_INJECTED
SR-000000000682,NOISE_INJECTED
SR-000000000683,NOISE_INJECTED
SR-000000000684,NOISE_INJECTED
SR-000000000685,NOISE_INJECTED
SR-000000000686,NOISE_INJECTED
SR-000000000687,NOISE_INJECTED
SR-000000000688,NOISE_INJECTED
SR-000000000689,NOISE_INJECTED
SR-000000000690,NOISE_INJECTED
SR-000000000691,NOISE_INJECTED
SR-000000000692,NOISE_INJECTED
SR-000000000693,NOISE_INJECTED
SR-000000000694,NOISE_INJECTED
SR-000000000695,NOISE_INJECTED
SR-000000000696,NOISE_INJECTED
SR-000000000697,NOISE_INJECTED
SR-000000000698,NOISE_INJECTED
SR-000000000699,NOISE_INJECTED
SR-000000000700,NOISE_INJECTED
SR-000000000701,NOISE_INJECTED
SR-000000000702,NOISE_INJECTED
SR-000000000703,NOISE_INJECTED
SR-000000000704,NOISE_INJECTED
SR-000000000705,NOISE_INJECTED
SR-000000000706,NOISE_INJECTED
SR-000000000707,NOISE_INJECTED
SR-000000000708,NOISE_INJECTED
SR-000000000709,NOISE_INJECTED
SR-000000000710,NOISE_INJECTED
SR-000000000711,NOISE_INJECTED
SR-000000000712,NOISE_INJECTED
SR-000000000713,NOISE_INJECTED
SR-000000000714,NOISE_INJECTED
SR-000000000715,NOISE_INJECTED
SR-000000000716,NOISE_INJECTED
SR-000000000717,NOISE_INJECTED
SR-000000000718,NOISE_INJECTED
SR-000000000719,NOISE_INJECTED
SR-000000000720,NOISE_INJECTED
SR-000000000721,MISSING
SR-000000000722,NOISE_INJECTED
SR-000000000723,NOISE_INJECTED
SR-000000000724,NOISE_INJECTED
SR-000000000725,NOISE_INJECTED
SR-000000000726,NOISE_INJECTED
SR-000000000727,NOISE_INJECTED
SR-000000000728,NOISE_INJECTED
SR-000000000729,NOISE_INJECTED
SR-000000000730,NOISE_INJECTED
SR-000000000731,NOISE_INJECTED
SR-000000000732,NOISE_INJECTED
SR-000000000733,NOISE_INJECTED
SR-000000000734,NOISE_INJECTED
SR-000000000735,NOISE_INJECTED
SR-000000000736,NOISE_INJECTED
SR-000000000737,NOISE_INJECTED
SR-000000000738,NOISE_INJECTED
SR-000000000739,NOISE_INJECTED
SR-000000000740,NOISE_INJECTED
